YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)",source
2000,2.1,NQ,Folding,Bipolar,A 14b 100Msample/s 3-stage A/D converter,"A 14b three-stage ADC uses a complementary bipolar process to achieve a 100MSample/s encode rate with a SFDR of >90 dB and an SNR of 75 dB. While the design is based on a traditional multi-stage architecture, the three encoder stages use serial-ripple converters. Unlike the typical N-bit flash converter which requires 2-N-1 comparators, the serial-ripple converter has only N comparators. The result is a smaller die area and lower power dissipation than flash. This design uses a total of 16 comparators, and at the full sample rate consumes 1250 mW. It is fabricated in a 0.8 ?m double-poly complementary bipolar process ","Carl Moreland, Michael Elliott, Frank Murden, Joe Young, Mike Hensley, and Russ Stop", , ,261,,50000000,,75,,,,75,1.25E+00,1.00E+08,1,1.00E+08,1.25E+04,,2719.9,,151,2.72E-05,231.02,ISSCC
2000,2.2,NQ,Folding,0.5,A 13b 40Msample/s CMOS pipelined folding ADC with background offset trimming,"The folding/interpolating ADC exhibits a distinct trait attributed by folder zero-crossing error and gain mismatch, which appear in general as an INL error. It is of paramount interest to control the zero-crossings accurately so that they can be spaced evenly to cover the whole conversion range. The folder zero-crossing errors collectively result from folder offset, reference error, tail-current mismatch, interpolation error, etc. In CMOS, the poor offset of the differential pair as well as other process uncertainty have resulted in the performance much poorer than the bipolar counterpart. This CMOS folding/interpolating ADC operates with 13 b linearity at bipolar folder speed ","Myung-Jun Choe, Bang-Sup Song, and Kantilal Bacrania,", , ,8.7,,20000000,,66,,,82,66,8.00E-01,4.00E+07,1,4.00E+07,2.00E+04,,12266.2,,140,3.07E-04,216,ISSCC
2000,2.3,NQ,Pipe,0.5,A 12b 65Msample/s CMOS ADC with 82dB SFDR at 120MHz,"A recent trend in cellular basestation design is to digitize multiple channels with a single ADC, often at the intermediate frequency (IF). This requires an ADC with wide dynamic range, particularly SFDR above 80 dB and SNR better than 70 dB, even when sampling input frequencies above 70 MHz. This 12b, 65MSample/s (MSPS) ADC incorporates a wide-bandwidth, low-distortion input stage coupled with a digitally-calibrated, multibit pipeline architecture optimized for low power consumption ","Larry Singer, Stacy Ho, Mike Timko, and Dan Kelly", , ,10,,32500000,70,70,,,,70,4.30E-01,6.50E+07,1,6.50E+07,6.62E+03,,2559.9,,148.8,3.94E-05,226.91,ISSCC
2000,2.4,NQ,Folding,0.6,"A 3.3V, 12b, 50Msample/s A/D converter in 0.6æm CMOS with over 80dB SFDR","Modern wireless base stations digitize the entire received frequency band, and separate individual channels with digital filters. This requires an A/D converter (ADC) with an effective resolution bandwidth of 20 MHz or more, and a spurious-free dynamic range (SFDR) greater than 85 dB to avoid confusion of a weak received channel with spurious tones. To date, only bipolar ADCs have met these specifications. This high-SFDR wideband ADC implemented in 0.6 ?m CMOS on a 3M1P epi substrate requires no trimming, calibration or dithering ","Hui Pan, Masahiro Segami, Michael Choi, Jing Cao, Fumitoshi Hatori, and Asad Abidi", , ,16,,25000000,64,,,,82,64,8.50E-01,5.00E+07,1,5.00E+07,1.70E+04,,13126.2,,138.7,2.63E-04,215.67,ISSCC
2000,2.5,NQ,Pipe,0.5,An 8b 80Msample/s pipelined ADC with background calibration,"Conventional pipelined ADCs with redundancy and digital correction have linearity limited by the gain accuracy of the interstage amplifiers or the linearity of the D/A subconversions. With a fully differential 1.5 b/stage architecture, the D/A subconverters can in principle be inherently linear, and the main limitation stems from the interstage gain accuracy. Besides the error caused by finite-op-amp gain and capacitor mismatch, the linear portion of the incomplete op-amp settling can also be modeled as an interstage gain error. One way to compensate for interstage gain errors is to adjust the reference voltage from each stage to the next so that the ratio of the reference in one stage to the corresponding value in the previous stage is equal to 1+&epsi;, where &epsi; is the gain error between the stages. This pipelined ADC uses monolithic calibration to adjust the reference voltages of the first two stages in the background during normal ADC operation to compensate for gain errors in the first two interstage amplifiers. Calibration is potentially useful even at an 8b level because it allows the use of small capacitors and low op-amp gain, reducing power dissipation and the minimum required supply voltage and increasing the maximum speed in a given technology. The key contributions here are the use of background calibration to improve the linearity of a pipelined ADC and the implementation of these techniques with the ADC on one CMOS IC ",Jun Ming and Stephen H. Lewis, , ,10.3,,40000000,44.3,,,54.9,59.3,44.3,2.50E-01,8.00E+07,1,8.00E+07,3.13E+03,,23315.1,,126.3,2.91E-04,205.37,ISSCC
2000,2.7,NQ,Pipe,0.5,A 14b 20MSample/s CMOS pipelined ADC,"The performance of high-resolution pipelined ADCs is limited by the residue amplifier gain and settling accuracy. In typical implementations, error sources are capacitor ratio mismatch, op-amp gain, and residue settling. All these affect ADC performance adversely, specifically in high-speed ADCs. Capacitor matching improves as capacitor size increases, but the trend is towards shrinking capacitor size for high-speed conversion. Many innovations to overcome this such as ratio-independent techniques are reported. Among them, capacitor error-averaging offers an advantage of achieving both INL and DNL improvements over that achievable by capacitor matching, but it requires three clock phases-one extra clock phase for averaging capacitor errors. In this work, the one extra clock phase is used advantageously for comparison ","Hsin-Shu Chen, Kantilal Bacrania, and Bang-Sup Song", , ,10.8,,10000000,,73.1,83.1,80.3,,73.1,7.20E-01,2.00E+07,1,2.00E+07,3.60E+04,,9748.7,,144.5,4.87E-04,217.54,ISSCC
2000,20.2,OS,SDSC,0.65,A 2.5 MSample/s multi-bit ?ä CMOS ADC with 95 dB SNR,"?ä A/D converters combine high resolution and high speed. A significant improvement in performance is achieved by employing a multi-bit quantizer. However, the linearity requirements for the DAC in the feedback loop are severe. To relax these requirements, dynamic element matching (DEM) techniques such as data weighted averaging (DWA) are used, converting noise and distortion introduced by the non-ideal DAC into a noise shaped error. These DEM techniques require an additional digital block in the feedback loop of the converter to scramble the used unity elements in each clock period. The delay introduced in the feedback loop by this block imposes a limit on the maximum clock frequency of the converter. Here, implementation of the DWA algorithm is optimized for high-speed converters, resulting in a 2.5MSample/s 16b A/D converter in a 0.65 ?m CMOS technology operating at 60 MHz clock speed ","Geerts, Y.; Steyaert, M.; Sansen, W.", , ,5.3436,,1250000,89,95,97,97,,89,2.95E-01,6.00E+07,24,2.50E+06,1.18E+05,,5122.1,,155.3,2.05E-03,219.25,ISSCC
2000,20.3,OS,SDSC,0.5,"A 90 dB SNR, 2.5 MHz output rate ADC using cascaded multibit ?ä modulation at 8x oversampling ratio","This 16b, 2.5 MHz output rate ADC is intended for xDSL and high-speed instrumentation applications. A fourth-order cascaded ?ä modulator (?äM) operating at 20 MHz employs multibit quantization and dynamic element matching (DEM) to make all quantization noise contributions negligible at an oversampling ratio (OSR) of eight. The ADC achieves 90 dB signal-to-noise ratio (SNR) in a 1.25 MHz bandwidth, and 102 dB spurious free dynamic range (SFDR) with 270 mW dissipation","Fujimori, I.; Longo, L.; Hairapetian, A.; Seiyama, K.; Kosic, S.; Cao, J.; Shu-Iap Chan", , ,26.24,,1250000,84,90,90,,102,84,2.70E-01,2.00E+07,8,2.50E+06,1.08E+05,,8337.1,,150.7,3.33E-03,214.63,ISSCC
2000,20.4,OS,SDCT,0.35,A 10.7 MHz IF-to-baseband ä? A/D conversion system for AM/FM radio receivers,"This analog-to-digital converter digitizes a radio signal at a 10.7 MHz intermediate frequency (IF) using integrated quadrature mixing and ä? modulation. The paper shows a block diagram of a highly-integrated AM/FM radio receiver. The IF A/D conversion and digital filtering, demodulation and further signal processing can be integrated on a single CMOS IC. The radio front-end mixes both AM and FM signals to 10.7 MHz IF, so that the A/D conversion is shared. A single channel filter is used, selecting one 200 kHz FM channel. For AM, over 20 channels pass through this filter, resulting in high dynamic range of the IF signal. When the radio is tuned to a weak AM radio station, strong neighboring channels should not introduce disturbance of the weak signal. This multi-channel aspect for AM puts severe requirements on the automatic gain control (AGC) amplifier and A/D converter in terms of noise, intermodulation and crossmodulation distortion ","van der Zwan, E.; Philips, K.; Bastiaansen, C.", , ,0.6,,200000,,77,80,,,77,1.00E-02,2.11E+07,53,4.00E+05,2.50E+04,,4320.8,,150,1.08E-02,206.03,ISSCC
2000,20.5,OS,SDSC,0.25,A two-path bandpass ä? modulator with extended noise shaping,The proliferation of communications applications stimulates interest in digitizing bandpass signals with bandwidths of several MHz at intermediate frequencies above 10 MHz. This multistage oversampling modulator combines lowpass and bandpass stages to achieve an extended dynamic range at low oversampling ratios. An experimental prototype of the architecture integrated in 0.25 ?m CMOS achieves 75 dB dynamic range for 2 MHz signal bandwidth at 16 MHz IF ,"Tabatabaei, A.; Kaviani, K.; Wooley, B.", , ,2.8,,2000000,70,,75,,,70,1.10E-01,6.40E+07,16,4.00E+06,2.75E+04,,10641.3,,142.6,2.66E-03,208.62,ISSCC
2001,3.1,OS,SDSC,0.25,"A 13.5mW, 185 MSample/s ?ä-modulator for UMTS/GSM dual-standard IF reception","To accommodate drastically different symbol rates, signal bandwidth and SNR requirements between WCDMA and GSM, the IF frequency, sample-rate and converter architecture are optimized for a dual-standard ä? modulator. In the system and circuit design, attention is given to low power consumption to achieve 13.5 mW at 18 MSample/s. Measured dynamic range is 53 dB for WCDMA and 84 dB for GSM ","Burger, T.; Qiuting Hueng",Data for WCDMA, ,0.36,,5000000,51,52,53,58,,51,1.35E-02,1.38E+08,14,1.00E+07,1.35E+03,,4656.8,,136.7,4.66E-04,206.69,ISSCC
2001,3.2,OS,SDSC,0.35 BiCMOS,A 5 mW ä? modulator with 84 dB dynamic range for GSM/EDGE,A ä? modulator in 0.35 ?m technology for GSM/EDGE applications has 13 MHz clock. Frequency is 13 MHz. The modulator achieves 84 dB dynamic range and 82 dB peak SNDR over 180 kHz bandwidth. Power dissipation is 5 mW from 1.8/2.4 V supplies. Active area is 0.4 mm 2,"Oliaei, O.; Clement, P.; Gorisse, P.", , ,0.4,,189000,84,,84,,,84,5.00E-03,1.30E+07,34,3.78E+05,1.32E+04,,1021.1,,159.8,2.70E-03,215.55,ISSCC
2001,3.4,OS,SDSC,0.5,A 2.5 V broadband multi-bit ä? modulator with 95 dB dynamic range,"A cascaded multi-bit ä? modulator uses double sampling to achieve a conversion rate of at least 4 MSample/s at an oversampling ratio of 16. Partitioned data-weighted averaging extends the dynamic range to 95 dB. The circuit, integrated in 0.5 ?m CMOS, dissipates 150 mW from a 2.5 V supply ","Vleugels, K.; Rabii, S.; Wooley, B.A.", , ,,,2000000,87,90,95,,,87,1.50E-01,6.40E+07,16,4.00E+06,3.75E+04,,2049.3,,158.2,5.12E-04,224.27,ISSCC
2001,8.1,NQ,Flash,0.35,A 6b 1.3Gsample/s A/D converter in 0.35æm CMOS,"Summary form only given. Using array averaging and a wideband track-and-hold, a 6 b flash ADC achieves better than 5.5 effective bits for input frequencies to 600 MHz at 1 GSample/s, and 5 effective bits for 650 MHz input at 1.3 GSample/s. It consumes 500 mW from 3.3 V and occupies 0.8 mm2 in 0.35 ?m CMOS","Michael Choi and Asad A. Abidi, ", , ,0.8,,650000000,35,,,,44,35,5.45E-01,1.30E+09,1,1.30E+09,4.19E+02,,9126.1,,125.8,7.02E-06,216.9,ISSCC
2001,8.2,NQ,Flash,0.35,A 6b 1.1Gsample/s CMOS A/D converter,Summary form only given. High-speed ADCs are key elements in the read channel of optical and magnetic data storage systems. The required resolution is about 6 b while the sampling rate (Fs) and effective resolution bandwidth (ERBW) requirements increase with each generation of storage system. Sample rates up to 800 MSample/s have been reported with ERBW=200 MHz. The ADC presented here achieves a maximum sample rate of 1.1 GSample/s and an EBBW of 450 MHz. This result is obtained with full flash interpolating/averaging architecture with distributed track-and-hold (T/H) in a standard 0.35 ?m single-poly five-metal 3.3 V digital CMOS process. Chip area is 0.35 mm2 and power consumption is 300 mW ,Govert Geelen,, ,0.35,,550000000,35.8,,,,,35.8,3.00E-01,1.10E+09,1,1.10E+09,2.73E+02,,5431.4,,128.4,4.94E-06,218.82,ISSCC
2001,8.3,NQ,Pipe,0.18,A 10b 100Msample/s CMOS pipelined ADC with 1.8V power supply,"Summary form only given. A 100 MHz ADC for low-power applications uses a 0.18 ?m digital CMOS process. The design achieves 9.4 ENOB for a 50 MHz input at full sampling rate, and consumes a total of 180 mW with 2.5 mm2 core in a single 1.8 V power supply ","Yong-In Park, S. Karthikeyan, Frank Tsay, and Eduardo Bartolome", , ,2.5,,50000000,57.1,58.4,,,64,57.1,1.80E-01,1.00E+08,1,1.00E+08,1.80E+03,,3069,,141.6,3.07E-05,221.56,ISSCC
2001,8.4,NQ,Two-Step,0.25,A 2.5V 12b 54 Msample/s 0.25 æm CMOS ADC in 1 mmý,Summary form only given. Background digital offset extraction and analog compensation remove offset of the critical analog components. The calibrated two-step ADC achieves -70 dB THD in the Nyquist band with a 2.5 V supply. The ADC in 0.25 ?m CMOS measures 1.0 mm2 and dissipates 295 mW ,"Hendrik van der Ploeg, Gian Hoogzaad, Henk A. H. Termeer, Maarten Vertregt, and Raf L. J. Roovers,",SNDR estimated assuming equal contribution of distortion and thermal noise, ,1,,27000000,67,,,70,,67,2.95E-01,5.40E+07,1,5.40E+07,5.46E+03,,2986.1,,146.6,5.53E-05,223.94,ISSCC
